Sub_idx,Node_idx,Gene_num,Gene_name,NodeType
0,4353,4353,AKT1-PROT,Gene-PROT
1,4355,4355,AKT2-PROT,Gene-PROT
2,4356,4356,AKT3-PROT,Gene-PROT
3,4546,4546,CASP8-PROT,Gene-PROT
4,4576,4576,CCL3-PROT,Gene-PROT
5,4577,4577,CCL4-PROT,Gene-PROT
6,4578,4578,CCL5-PROT,Gene-PROT
7,4604,4604,CD14-PROT,Gene-PROT
8,4614,4614,CD40-PROT,Gene-PROT
9,4619,4619,CD80-PROT,Gene-PROT
10,4621,4621,CD86-PROT,Gene-PROT
11,4654,4654,CHUK-PROT,Gene-PROT
12,4748,4748,CXCL10-PROT,Gene-PROT
13,4749,4749,CXCL11-PROT,Gene-PROT
14,4758,4758,CXCL8-PROT,Gene-PROT
15,4759,4759,CXCL9-PROT,Gene-PROT
16,4913,4913,FADD-PROT,Gene-PROT
17,4967,4967,FOS-PROT,Gene-PROT
18,5186,5186,IFNA1-PROT,Gene-PROT
19,5187,5187,IFNA10-PROT,Gene-PROT
20,5188,5188,IFNA13-PROT,Gene-PROT
21,5189,5189,IFNA14-PROT,Gene-PROT
22,5190,5190,IFNA16-PROT,Gene-PROT
23,5191,5191,IFNA17-PROT,Gene-PROT
24,5192,5192,IFNA2-PROT,Gene-PROT
25,5193,5193,IFNA21-PROT,Gene-PROT
26,5194,5194,IFNA4-PROT,Gene-PROT
27,5195,5195,IFNA5-PROT,Gene-PROT
28,5196,5196,IFNA6-PROT,Gene-PROT
29,5197,5197,IFNA7-PROT,Gene-PROT
30,5198,5198,IFNA8-PROT,Gene-PROT
31,5199,5199,IFNAR1-PROT,Gene-PROT
32,5200,5200,IFNAR2-PROT,Gene-PROT
33,5201,5201,IFNB1-PROT,Gene-PROT
34,5217,5217,IKBKB-PROT,Gene-PROT
35,5218,5218,IKBKE-PROT,Gene-PROT
36,5219,5219,IKBKG-PROT,Gene-PROT
37,5225,5225,IL12A-PROT,Gene-PROT
38,5226,5226,IL12B-PROT,Gene-PROT
39,5246,5246,IL1B-PROT,Gene-PROT
40,5272,5272,IL6-PROT,Gene-PROT
41,5294,5294,IRAK1-PROT,Gene-PROT
42,5297,5297,IRAK4-PROT,Gene-PROT
43,5299,5299,IRF3-PROT,Gene-PROT
44,5300,5300,IRF5-PROT,Gene-PROT
45,5301,5301,IRF7-PROT,Gene-PROT
46,5344,5344,JUN-PROT,Gene-PROT
47,5479,5479,LY96-PROT,Gene-PROT
48,5489,5489,MAP2K1-PROT,Gene-PROT
49,5490,5490,MAP2K2-PROT,Gene-PROT
50,5491,5491,MAP2K3-PROT,Gene-PROT
51,5492,5492,MAP2K4-PROT,Gene-PROT
52,5494,5494,MAP2K6-PROT,Gene-PROT
53,5495,5495,MAP2K7-PROT,Gene-PROT
54,5507,5507,MAP3K7-PROT,Gene-PROT
55,5508,5508,MAP3K8-PROT,Gene-PROT
56,5513,5513,MAPK1-PROT,Gene-PROT
57,5514,5514,MAPK10-PROT,Gene-PROT
58,5515,5515,MAPK11-PROT,Gene-PROT
59,5516,5516,MAPK12-PROT,Gene-PROT
60,5517,5517,MAPK13-PROT,Gene-PROT
61,5518,5518,MAPK14-PROT,Gene-PROT
62,5520,5520,MAPK3-PROT,Gene-PROT
63,5524,5524,MAPK8-PROT,Gene-PROT
64,5528,5528,MAPK9-PROT,Gene-PROT
65,5597,5597,MYD88-PROT,Gene-PROT
66,5632,5632,NFKB1-PROT,Gene-PROT
67,5634,5634,NFKBIA-PROT,Gene-PROT
68,5778,5778,PIK3CA-PROT,Gene-PROT
69,5779,5779,PIK3CB-PROT,Gene-PROT
70,5780,5780,PIK3CD-PROT,Gene-PROT
71,5782,5782,PIK3R1-PROT,Gene-PROT
72,5783,5783,PIK3R2-PROT,Gene-PROT
73,5784,5784,PIK3R3-PROT,Gene-PROT
74,5973,5973,RAC1-PROT,Gene-PROT
75,6022,6022,RELA-PROT,Gene-PROT
76,6038,6038,RIPK1-PROT,Gene-PROT
77,6198,6198,SPP1-PROT,Gene-PROT
78,6209,6209,STAT1-PROT,Gene-PROT
79,6231,6231,TAB1-PROT,Gene-PROT
80,6232,6232,TAB2-PROT,Gene-PROT
81,6244,6244,TBK1-PROT,Gene-PROT
82,6288,6288,TICAM1-PROT,Gene-PROT
83,6289,6289,TICAM2-PROT,Gene-PROT
84,6291,6291,TIRAP-PROT,Gene-PROT
85,6301,6301,TLR1-PROT,Gene-PROT
86,6302,6302,TLR2-PROT,Gene-PROT
87,6303,6303,TLR3-PROT,Gene-PROT
88,6304,6304,TLR4-PROT,Gene-PROT
89,6305,6305,TLR5-PROT,Gene-PROT
90,6306,6306,TLR6-PROT,Gene-PROT
91,6307,6307,TLR7-PROT,Gene-PROT
92,6308,6308,TLR8-PROT,Gene-PROT
93,6309,6309,TLR9-PROT,Gene-PROT
94,6311,6311,TNF-PROT,Gene-PROT
95,6329,6329,TOLLIP-PROT,Gene-PROT
96,6342,6342,TRAF3-PROT,Gene-PROT
97,6346,6346,TRAF6-PROT,Gene-PROT
98,4353,4353,AKT1-PROT,Gene-PROT
99,4355,4355,AKT2-PROT,Gene-PROT
100,4356,4356,AKT3-PROT,Gene-PROT
101,4546,4546,CASP8-PROT,Gene-PROT
102,4576,4576,CCL3-PROT,Gene-PROT
103,4577,4577,CCL4-PROT,Gene-PROT
104,4578,4578,CCL5-PROT,Gene-PROT
105,4604,4604,CD14-PROT,Gene-PROT
106,4614,4614,CD40-PROT,Gene-PROT
107,4619,4619,CD80-PROT,Gene-PROT
108,4621,4621,CD86-PROT,Gene-PROT
109,4654,4654,CHUK-PROT,Gene-PROT
110,4748,4748,CXCL10-PROT,Gene-PROT
111,4749,4749,CXCL11-PROT,Gene-PROT
112,4758,4758,CXCL8-PROT,Gene-PROT
113,4759,4759,CXCL9-PROT,Gene-PROT
114,4913,4913,FADD-PROT,Gene-PROT
115,4967,4967,FOS-PROT,Gene-PROT
116,5186,5186,IFNA1-PROT,Gene-PROT
117,5187,5187,IFNA10-PROT,Gene-PROT
118,5188,5188,IFNA13-PROT,Gene-PROT
119,5189,5189,IFNA14-PROT,Gene-PROT
120,5190,5190,IFNA16-PROT,Gene-PROT
121,5191,5191,IFNA17-PROT,Gene-PROT
122,5192,5192,IFNA2-PROT,Gene-PROT
123,5193,5193,IFNA21-PROT,Gene-PROT
124,5194,5194,IFNA4-PROT,Gene-PROT
125,5195,5195,IFNA5-PROT,Gene-PROT
126,5196,5196,IFNA6-PROT,Gene-PROT
127,5197,5197,IFNA7-PROT,Gene-PROT
128,5198,5198,IFNA8-PROT,Gene-PROT
129,5199,5199,IFNAR1-PROT,Gene-PROT
130,5200,5200,IFNAR2-PROT,Gene-PROT
131,5201,5201,IFNB1-PROT,Gene-PROT
132,5217,5217,IKBKB-PROT,Gene-PROT
133,5218,5218,IKBKE-PROT,Gene-PROT
134,5219,5219,IKBKG-PROT,Gene-PROT
135,5225,5225,IL12A-PROT,Gene-PROT
136,5226,5226,IL12B-PROT,Gene-PROT
137,5246,5246,IL1B-PROT,Gene-PROT
138,5272,5272,IL6-PROT,Gene-PROT
139,5294,5294,IRAK1-PROT,Gene-PROT
140,5297,5297,IRAK4-PROT,Gene-PROT
141,5299,5299,IRF3-PROT,Gene-PROT
142,5300,5300,IRF5-PROT,Gene-PROT
143,5301,5301,IRF7-PROT,Gene-PROT
144,5344,5344,JUN-PROT,Gene-PROT
145,5479,5479,LY96-PROT,Gene-PROT
146,5489,5489,MAP2K1-PROT,Gene-PROT
147,5490,5490,MAP2K2-PROT,Gene-PROT
148,5491,5491,MAP2K3-PROT,Gene-PROT
149,5492,5492,MAP2K4-PROT,Gene-PROT
150,5494,5494,MAP2K6-PROT,Gene-PROT
151,5495,5495,MAP2K7-PROT,Gene-PROT
152,5507,5507,MAP3K7-PROT,Gene-PROT
153,5508,5508,MAP3K8-PROT,Gene-PROT
154,5513,5513,MAPK1-PROT,Gene-PROT
155,5514,5514,MAPK10-PROT,Gene-PROT
156,5515,5515,MAPK11-PROT,Gene-PROT
157,5516,5516,MAPK12-PROT,Gene-PROT
158,5517,5517,MAPK13-PROT,Gene-PROT
159,5518,5518,MAPK14-PROT,Gene-PROT
160,5520,5520,MAPK3-PROT,Gene-PROT
161,5524,5524,MAPK8-PROT,Gene-PROT
162,5528,5528,MAPK9-PROT,Gene-PROT
163,5597,5597,MYD88-PROT,Gene-PROT
164,5632,5632,NFKB1-PROT,Gene-PROT
165,5634,5634,NFKBIA-PROT,Gene-PROT
166,5778,5778,PIK3CA-PROT,Gene-PROT
167,5779,5779,PIK3CB-PROT,Gene-PROT
168,5780,5780,PIK3CD-PROT,Gene-PROT
169,5782,5782,PIK3R1-PROT,Gene-PROT
170,5783,5783,PIK3R2-PROT,Gene-PROT
171,5784,5784,PIK3R3-PROT,Gene-PROT
172,5973,5973,RAC1-PROT,Gene-PROT
173,6022,6022,RELA-PROT,Gene-PROT
174,6038,6038,RIPK1-PROT,Gene-PROT
175,6198,6198,SPP1-PROT,Gene-PROT
176,6209,6209,STAT1-PROT,Gene-PROT
177,6231,6231,TAB1-PROT,Gene-PROT
178,6232,6232,TAB2-PROT,Gene-PROT
179,6244,6244,TBK1-PROT,Gene-PROT
180,6288,6288,TICAM1-PROT,Gene-PROT
181,6289,6289,TICAM2-PROT,Gene-PROT
182,6291,6291,TIRAP-PROT,Gene-PROT
183,6301,6301,TLR1-PROT,Gene-PROT
184,6302,6302,TLR2-PROT,Gene-PROT
185,6303,6303,TLR3-PROT,Gene-PROT
186,6304,6304,TLR4-PROT,Gene-PROT
187,6305,6305,TLR5-PROT,Gene-PROT
188,6306,6306,TLR6-PROT,Gene-PROT
189,6307,6307,TLR7-PROT,Gene-PROT
190,6308,6308,TLR8-PROT,Gene-PROT
191,6309,6309,TLR9-PROT,Gene-PROT
192,6311,6311,TNF-PROT,Gene-PROT
193,6329,6329,TOLLIP-PROT,Gene-PROT
194,6342,6342,TRAF3-PROT,Gene-PROT
195,6346,6346,TRAF6-PROT,Gene-PROT
196,4353,4353,AKT1-PROT,Gene-PROT
197,4355,4355,AKT2-PROT,Gene-PROT
198,4356,4356,AKT3-PROT,Gene-PROT
199,4546,4546,CASP8-PROT,Gene-PROT
200,4576,4576,CCL3-PROT,Gene-PROT
201,4577,4577,CCL4-PROT,Gene-PROT
202,4578,4578,CCL5-PROT,Gene-PROT
203,4604,4604,CD14-PROT,Gene-PROT
204,4614,4614,CD40-PROT,Gene-PROT
205,4619,4619,CD80-PROT,Gene-PROT
206,4621,4621,CD86-PROT,Gene-PROT
207,4654,4654,CHUK-PROT,Gene-PROT
208,4748,4748,CXCL10-PROT,Gene-PROT
209,4749,4749,CXCL11-PROT,Gene-PROT
210,4758,4758,CXCL8-PROT,Gene-PROT
211,4759,4759,CXCL9-PROT,Gene-PROT
212,4913,4913,FADD-PROT,Gene-PROT
213,4967,4967,FOS-PROT,Gene-PROT
214,5186,5186,IFNA1-PROT,Gene-PROT
215,5187,5187,IFNA10-PROT,Gene-PROT
216,5188,5188,IFNA13-PROT,Gene-PROT
217,5189,5189,IFNA14-PROT,Gene-PROT
218,5190,5190,IFNA16-PROT,Gene-PROT
219,5191,5191,IFNA17-PROT,Gene-PROT
220,5192,5192,IFNA2-PROT,Gene-PROT
221,5193,5193,IFNA21-PROT,Gene-PROT
222,5194,5194,IFNA4-PROT,Gene-PROT
223,5195,5195,IFNA5-PROT,Gene-PROT
224,5196,5196,IFNA6-PROT,Gene-PROT
225,5197,5197,IFNA7-PROT,Gene-PROT
226,5198,5198,IFNA8-PROT,Gene-PROT
227,5199,5199,IFNAR1-PROT,Gene-PROT
228,5200,5200,IFNAR2-PROT,Gene-PROT
229,5201,5201,IFNB1-PROT,Gene-PROT
230,5217,5217,IKBKB-PROT,Gene-PROT
231,5218,5218,IKBKE-PROT,Gene-PROT
232,5219,5219,IKBKG-PROT,Gene-PROT
233,5225,5225,IL12A-PROT,Gene-PROT
234,5226,5226,IL12B-PROT,Gene-PROT
235,5246,5246,IL1B-PROT,Gene-PROT
236,5272,5272,IL6-PROT,Gene-PROT
237,5294,5294,IRAK1-PROT,Gene-PROT
238,5297,5297,IRAK4-PROT,Gene-PROT
239,5299,5299,IRF3-PROT,Gene-PROT
240,5300,5300,IRF5-PROT,Gene-PROT
241,5301,5301,IRF7-PROT,Gene-PROT
242,5344,5344,JUN-PROT,Gene-PROT
243,5479,5479,LY96-PROT,Gene-PROT
244,5489,5489,MAP2K1-PROT,Gene-PROT
245,5490,5490,MAP2K2-PROT,Gene-PROT
246,5491,5491,MAP2K3-PROT,Gene-PROT
247,5492,5492,MAP2K4-PROT,Gene-PROT
248,5494,5494,MAP2K6-PROT,Gene-PROT
249,5495,5495,MAP2K7-PROT,Gene-PROT
250,5507,5507,MAP3K7-PROT,Gene-PROT
251,5508,5508,MAP3K8-PROT,Gene-PROT
252,5513,5513,MAPK1-PROT,Gene-PROT
253,5514,5514,MAPK10-PROT,Gene-PROT
254,5515,5515,MAPK11-PROT,Gene-PROT
255,5516,5516,MAPK12-PROT,Gene-PROT
256,5517,5517,MAPK13-PROT,Gene-PROT
257,5518,5518,MAPK14-PROT,Gene-PROT
258,5520,5520,MAPK3-PROT,Gene-PROT
259,5524,5524,MAPK8-PROT,Gene-PROT
260,5528,5528,MAPK9-PROT,Gene-PROT
261,5597,5597,MYD88-PROT,Gene-PROT
262,5632,5632,NFKB1-PROT,Gene-PROT
263,5634,5634,NFKBIA-PROT,Gene-PROT
264,5778,5778,PIK3CA-PROT,Gene-PROT
265,5779,5779,PIK3CB-PROT,Gene-PROT
266,5780,5780,PIK3CD-PROT,Gene-PROT
267,5782,5782,PIK3R1-PROT,Gene-PROT
268,5783,5783,PIK3R2-PROT,Gene-PROT
269,5784,5784,PIK3R3-PROT,Gene-PROT
270,5973,5973,RAC1-PROT,Gene-PROT
271,6022,6022,RELA-PROT,Gene-PROT
272,6038,6038,RIPK1-PROT,Gene-PROT
273,6198,6198,SPP1-PROT,Gene-PROT
274,6209,6209,STAT1-PROT,Gene-PROT
275,6231,6231,TAB1-PROT,Gene-PROT
276,6232,6232,TAB2-PROT,Gene-PROT
277,6244,6244,TBK1-PROT,Gene-PROT
278,6288,6288,TICAM1-PROT,Gene-PROT
279,6289,6289,TICAM2-PROT,Gene-PROT
280,6291,6291,TIRAP-PROT,Gene-PROT
281,6301,6301,TLR1-PROT,Gene-PROT
282,6302,6302,TLR2-PROT,Gene-PROT
283,6303,6303,TLR3-PROT,Gene-PROT
284,6304,6304,TLR4-PROT,Gene-PROT
285,6305,6305,TLR5-PROT,Gene-PROT
286,6306,6306,TLR6-PROT,Gene-PROT
287,6307,6307,TLR7-PROT,Gene-PROT
288,6308,6308,TLR8-PROT,Gene-PROT
289,6309,6309,TLR9-PROT,Gene-PROT
290,6311,6311,TNF-PROT,Gene-PROT
291,6329,6329,TOLLIP-PROT,Gene-PROT
292,6342,6342,TRAF3-PROT,Gene-PROT
293,6346,6346,TRAF6-PROT,Gene-PROT
